USDZAR,GBPZAR,EURZAR,GBPCNY,EURUSD,GBPUSD,NVDA.Close,AAPL.Close,AMZN.Close,DJT.Close,PDCO.Close,MLGO.Close
4654450.0,-1634.2528,462.75385,-69.955574,7396909.5,24816170.0,-8823893.0,8963357.0,-7918211.0,-3046996.5,11978227.0,43.40017
1277091.2,-18.082205,-9.006534,464528.12,1441955.8,-285409.1,-106855.734,590162.06,-600498.9,-510824.6,711816.75,-98.99692
6231.4146,-388354.78,6.7798433,-215429.4,95606.84,532296.25,-189591.52,664481.94,-314989.44,-97422.516,433939.97,-57.10959
10120340.0,-10119.737,81739910.0,-56421650.0,28504130.0,179360460.0,116812580.0,-51939030.0,-18411738.0,-47094056.0,40775572.0,-674.5429
32438.494,-10.927619,2.0068836,54687.715,139883.0,236834.55,-209959.84,131591.02,-21241.766,6.4440303,102794.1,-12.318994
174390.47,-301151.72,1.1049469,191486.66,168947.38,187303.78,-132611.88,-66326.695,30656.44,111912.8,140640.45,-1.9223349
6825523.5,-606.52826,72.95769,-3925783.2,3577123.5,8352727.5,-9091557.0,8868252.0,-2824701.2,349817.94,12064050.0,-703.0341
1165142.8,-38.427704,516035.1,432869.75,889760.4,440384.2,1692148.8,-416565.03,-611245.0,-125149.555,169196.52,-50.098545
22247588.0,-4848.448,546.9793,2882759.8,60630850.0,46876390.0,-118368140.0,86895130.0,-35756988.0,3641780.8,81966350.0,-4726.9023
6548657.5,-321536.53,-687917.6,-1208979.4,5854020.0,1040151.7,4754895.0,-898.71814,4647549.5,-2539130.8,3066439.2,-67.17288
25404050.0,-45650572.0,528.44385,-26593124.0,32044830.0,23307076.0,-63837920.0,41275260.0,-14839916.0,-8532920.0,43453284.0,-4539.5317
10560877.0,-16344422.0,414.38544,-12606223.0,10263424.0,16167304.0,-3231773.2,9869049.0,-8652534.0,-13101385.0,14432678.0,-1531.2346
2234164.2,-5677361.0,66.26664,63498.242,530929.1,4957222.0,14.421918,-2891.158,-408485.62,934679.44,1465137.5,85.025154
22386.152,-1.2571204,6575.5464,-6063.405,24214.412,19212.53,20714.693,-4402.551,2351.8105,5955.306,18155.23,-0.45416865
1029416.9,-8951307.0,3812772.8,-903736.44,-110950.43,10685981.0,5140629.0,-642075.94,107667.375,382766.8,2162596.0,-50.047062
10173126.0,-4941422.0,-106.60377,-4017860.8,12640845.0,-854639.5,-16715744.0,21387802.0,-5388263.0,-3564521.2,19075718.0,-1669.1423
309144.97,-29.581295,209451.88,-182080.45,583755.06,346847.94,364851.84,88868.4,-176116.17,158160.84,151779.66,-8.678852
7376416.0,-231.47606,48.636158,-368238.56,12693801.0,-605790.06,4259840.5,-407155.28,-298918.03,-3323198.5,4112171.2,-377.51
33429.016,-11.635313,2.6861582,31628.82,27527.924,202576.6,133251.02,68381.875,-43045.277,16789.035,81657.78,-6.446617
1049425.4,-132.00647,38.754417,-36.861988,988324.1,1305807.8,-2690100.0,955027.1,-90444.78,9.91475,1845115.6,-117.7971
145982140.0,94947580.0,-4170.4844,3532.0056,101639820.0,-216315630.0,9982473.0,-16157.302,181093520.0,-117760504.0,105029890.0,-7309.788
21864366.0,-9309.973,1644.5898,-8112199.0,105547550.0,99817590.0,-156383400.0,168401740.0,-100647064.0,-40975892.0,149385230.0,-13221.009
7251919.5,-5775005.5,62.52699,5723655.5,5126270.5,2197131.8,-230.56189,217981.83,2390691.8,2530514.0,4599346.0,-86.06906
905907.9,-20.898697,146586.05,-121922.94,599611.06,307111.6,1177219.9,-893730.3,-162564.44,-5807.969,369971.44,-481665.3
128044.836,-29.205973,8.395553,-14.122036,254092.0,579513.44,127987.08,39999.086,-149247.27,-4.07452,186968.5,-18.658033
3000.1772,-0.77703476,72.59853,-35.240444,3695.9624,3407.5403,321.54648,233.39247,-300.56036,2.897678,1840.675,-0.1871228
200603.88,-76.40724,14.770699,215710.12,495041.1,973589.4,228316.98,357442.97,-424023.75,157474.5,262177.66,-11.931802
19814.186,-1.4225041,1064.3745,-9622.168,9029.812,24938.652,5116.194,-7024.3477,-203.8473,7099.9985,13068.237,-0.06398909
1225617.2,-106.29829,24.813501,-30.726105,1639284.0,1105866.5,-169235.36,1295848.6,-905533.3,-1306778.5,1631042.0,-151.5877
142548.62,-301866.75,1.3658357,-165850.3,225862.84,310250.38,-585224.7,447714.1,-140781.81,17295.479,482300.2,-33.926083
476700.75,-252.1927,43.71446,-213927.14,261240.8,5431450.5,497322.06,-574779.8,138696.45,33.127743,2025535.8,-77.44309
3797396.0,-873425.25,-47478.152,1807304.8,1979308.8,2292527.5,-679668.0,-3387230.0,1063756.9,695097.7,2077710.9,112.1067
-13803207.0,-2403.7417,857.3476,4005152.0,2131435.8,33331546.0,-631.4449,19475814.0,-15333753.0,-2378138.2,12542865.0,-1208.9264
1627660.5,-3945891.5,-25.567654,2631273.5,641644.0,1983550.6,-144.00548,420835.97,-1286495.8,1020412.94,1982551.8,-1.2344129
136724.9,-5.212204,24111.432,44250.91,128611.77,26872.873,-60465.562,-26135.318,-23543.846,70286.625,80038.49,-4.0999784
1394051.8,-1192.3171,7821282.0,-6631013.0,8463906.0,23213564.0,9407354.0,-1553832.5,-3667282.2,1928900.5,4754495.0,32.93414
761052.8,-261504.97,4.953956,-539986.06,845937.3,210884.89,-411211.72,1225234.1,-383295.1,-456329.16,878489.1,-119.0885
8226449.0,-1196.2712,137.10313,7949095.5,11073934.0,8478723.0,-1329.262,13426781.0,-2247770.0,8839329.0,13327959.0,-609.9179
276862.72,-709722.2,0.33281294,-191410.0,466944.2,511061.6,-574350.2,518201.94,-104849.12,161700.28,645234.25,-35.27207
-578913.94,-2114.2534,14749001.0,226740.53,21714910.0,21615372.0,11501844.0,5921179.5,-22973938.0,5992651.0,4910217.5,-998.7345
7724.9307,-9.568684,2.3604064,-1.1615585,56859.688,152330.44,-44847.453,64421.746,-50220.35,0.49612084,73862.32,-6.155891
3502307.2,-19900136.0,-347.27957,2331563.8,4424753.0,237801.95,2106840.8,20534166.0,-25230242.0,-18266938.0,22113214.0,-1817.1829
81215.445,-10.176603,0.59970057,-44556.66,87683.516,183737.0,-17900.418,28499.93,-3540.6965,55978.746,102304.34,-2.549169
11555.42,-11.84466,77293.9,-3.233273,115222.35,180633.86,26334.383,32437.553,-70294.08,42393.94,46430.38,-1.8433816
-6433.3354,-4.314307,2.087706,-0.5492097,-20130.04,94875.95,71068.48,-14908.829,-16488.463,-6435.923,8171.9614,-0.9255356
9986912.0,-34789670.0,-195.87228,-1081564.2,32677686.0,8612.602,-77221416.0,49667730.0,-15310305.0,-1233243.8,39821664.0,-3623.632
3059798.8,-25024540.0,759.09344,2926716.5,1225993.6,15203804.0,-674.8894,10003084.0,-6782983.5,3711265.2,9748064.0,-175.69302
-22965.197,-143.17603,1352742.8,-261548.05,485156.84,2194038.8,1582807.1,-568106.3,-906312.94,-16041.373,482289.2,-31.36084
323589.6,-42.19279,241836.45,-18.658588,607779.5,702901.25,214965.42,-168357.84,201269.55,75335.32,453721.25,1.6396011
6890972.5,1406942.2,-73.03816,1965564.9,5163872.0,-1226190.0,-6817793.5,-2149212.8,2889762.8,2370412.2,3801013.0,-258.89667
32946146.0,-609.06067,6359536.5,12832655.0,16511994.0,-4562877.0,22312572.0,-23470502.0,-17767356.0,-238215.28,6523015.5,-859.3018
47710.113,-2.3828602,9957.736,-12279.557,56795.047,31543.96,19241.484,10800.191,-9340.716,21660.44,32753.938,-0.9782952
80424.83,-48.29544,16.395277,-14.590024,385898.34,755089.44,-115227.02,418884.28,-434681.44,-350867.4,454515.84,-50.932182
3359682.0,-2163.4412,557.4334,-50.44295,11800426.0,29110358.0,-698.78827,17823400.0,-10158112.0,2074179.5,19973306.0,-1043.206
29728296.0,95.58241,-2233382.2,-2321968.0,11272500.0,-2629073.0,18198420.0,-4740.5713,12524369.0,-8358532.5,26928520.0,-349.52173
4189816.5,-11277767.0,117.99648,5557779.5,1410939.0,8347598.5,-95.44047,698096.06,-4966006.5,1245880.4,2638363.0,101.74742
638893.0,-34.682457,183718.83,335058.94,789042.0,229712.05,-29214.348,-413007.44,-407588.06,735833.94,423926.7,-67.28596
-136896.14,-46.7481,8.838482,-3.0548134,-225428.44,393586.2,-69688.75,537756.56,-617743.1,-275986.6,598278.6,-48.261726
1307973.8,-57.359802,711169.25,-111270.16,1076623.6,822162.9,2523400.0,-30011.635,-1121822.9,-384645.75,137295.08,-136.26816
1663908.6,-182.87389,41.543285,-51.292595,1293122.1,2537698.8,-1788099.5,917948.2,-522166.2,28.08046,2271232.2,-101.65725
800731.3,-81.7441,24.901302,-235561.86,337826.94,1563552.2,560482.25,-56500.34,31973.035,147549.77,587408.0,30.74366
210921.84,-45.639523,10.296124,205123.66,213744.88,691986.9,30735.53,206342.7,-245732.81,188294.1,349672.97,0.2939627
8031.123,-101.615135,26.437134,-242135.2,-101826.5,1692287.9,-1579730.2,925433.75,-415798.9,8.657857,1387697.5,-75.91309
69878.54,-30.134245,7.9846883,51236.383,237685.1,496321.03,275581.25,164979.42,-217091.27,91293.89,96212.97,-7.9204574
13512599.0,-922.14594,5704554.0,-9537641.0,10203708.0,24675106.0,15714446.0,-2322.6836,11189646.0,-3778763.8,15728884.0,22484258.0
229645.12,-245661.36,1.6230192,-147766.9,290119.62,199802.92,-239670.73,341149.97,-86302.15,-22083.95,319380.6,-28.472824
23218506.0,-54617850.0,-116.25992,43005436.0,37160984.0,4009729.5,-3493.4856,42645520.0,-43107140.0,6359264.0,34695824.0,-1935.322
33651930.0,-1500.0104,-2517429.8,-20006248.0,29785676.0,29763838.0,28631766.0,-4883.556,24504770.0,-7224159.0,33596780.0,20892032.0
1151839.9,-116.78219,24.498178,-37173.547,1347771.0,1334287.8,-387469.44,1002708.3,-109974.586,455445.03,1062811.8,-17.219482
709535.94,-39.272343,2.7948208,-25.44389,172901.05,756094.6,-371457.84,650673.44,-218740.42,-61810.168,904970.25,-71.96988
3167099.2,-847.73553,194.18288,-126.88133,7695709.5,6924829.5,-6410154.0,3821750.2,-3320694.8,-678491.7,5816052.5,-623.5812
1592486.2,-2855052.0,40.175083,-66.301506,1787924.1,1546487.8,-3804833.0,1854340.1,-331120.78,232489.08,2428119.8,-188.89824
252875.52,-32.80084,4.3768363,-9.434936,344448.72,411625.28,-317956.78,44873.242,56706.945,8.876047,406669.53,-8.124276
-3415812.5,-90815544.0,1107.0096,-33427254.0,57007796.0,28795224.0,-141494200.0,204419840.0,-148600660.0,-84064820.0,168918910.0,-15771.538
3977022.8,-2798.9404,193.01112,13335551.0,32262304.0,13199092.0,-55020776.0,46756492.0,-33454662.0,-11289469.0,44982544.0,-3137.172
19048840.0,-2685.5815,1029.9368,-7181157.5,9261145.0,46607452.0,-4723174.5,6718793.5,3215301.5,4915433.0,18907592.0,577.61304
8458736.0,-18197422.0,115.003174,11066736.0,1475942.2,14266817.0,-348.05066,-1829990.0,-5275630.0,3715898.0,7023528.5,235.2529
1169298.6,-2816.5803,345.19644,2705911.8,26944436.0,24538132.0,-35915284.0,35541450.0,-24288998.0,-11601816.0,30980854.0,-2924.8455
18901316.0,-1741.2355,8451197.0,-819.78503,33044570.0,18451876.0,-27936842.0,3960655.8,2487905.5,744.4323,25952342.0,-599.2098
3636871.5,-1481.6764,129.4877,3027090.5,10448069.0,11940791.0,-1140.4915,21408264.0,-5024484.5,4645484.5,17473902.0,-736.0015
-4148.1406,-19.948938,5.0471134,0.21905997,103483.87,322997.88,118512.69,51324.14,-80162.35,0.7521331,72796.09,-3.6877
20775.275,-5350.338,-0.040455185,1001.0921,20161.076,8684.456,-9396.107,10753.306,-3264.5703,7283.737,19568.7,-1.025853
-6026.0054,-11.785832,2.7413423,-0.28926837,71451.84,195854.6,-23995.201,34021.22,-45107.54,1.4776601,50716.78,-1.8907126
38251428.0,660.2672,-1345367.6,-4342476.5,39804616.0,-4365471.0,3004137.5,-67492920.0,51893304.0,-23002814.0,33845616.0,-4551465.5
33636172.0,-2658.9116,2466844.8,24864794.0,47816600.0,25009344.0,4937902.0,-7843663.5,-27445076.0,-7200795.0,23648454.0,-479.97406
16395177.0,-578.0575,4082385.2,7813172.5,13791157.0,5597764.0,12723613.0,-7058831.5,-3253447.2,1931808.4,7849628.5,-685.24634
394712.84,-64.76976,22.954632,602018.0,501502.28,874774.7,-44.707317,239189.27,-51000.973,584806.44,239746.06,-23.979498
21100912.0,-1518.3237,342.45172,-3690682.8,15023809.0,13571354.0,-34606424.0,8064919.5,6208818.5,15458285.0,24936212.0,-264.52127
35901300.0,-81279060.0,-24.601614,20977418.0,65219680.0,10737164.0,-8258.971,100838660.0,-42235780.0,18118768.0,88916136.0,-4221.3994
695132.3,-51.281048,292318.0,-573465.2,461854.12,895510.9,1127389.1,-842136.9,-236946.94,-5413.9463,37036.984,-12.726911
33722656.0,-1836.7064,7374754.5,4362208.5,26908144.0,11994341.0,26564678.0,-16462222.0,-27702430.0,-1566475.2,7599641.0,-268.76724
13395547.0,177.4153,-13.189847,3441345.2,15718552.0,-78165.04,5567553.0,-4218468.0,-5953294.5,-5539124.5,4328234.5,-1329.634
255949.52,-44.046135,11.392292,-16.432713,304454.75,796468.6,-462473.34,205541.22,-99716.11,5.795862,557861.0,-20.557556
1297194.0,-218.18506,52.458244,-46.55565,1912460.1,2854202.2,-1655305.4,910201.7,-651434.4,304544.25,1980005.2,-68.010155
-19903.668,-39.935028,8.827856,7363.667,103514.266,677739.56,113405.336,461941.47,-96308.31,50090.535,357539.84,-28.807692
49216616.0,-2761.4207,10993706.0,-48743224.0,59170260.0,22542398.0,-50307370.0,381663.0,21774418.0,26950436.0,61929676.0,-358.50385
6041424.5,-1929.0701,79.52609,-807879.1,26333612.0,19380234.0,-56328116.0,32433748.0,-10012954.0,6186377.5,27958814.0,-2486.7544
8885028.0,-1617.4576,125.14921,14772719.0,9797998.0,15713114.0,-1122.6567,12332132.0,-5903209.0,10877103.0,15559726.0,-294.36786
9773047.0,-860.7264,6106381.5,-1684443.0,8730294.0,20587572.0,9767726.0,-8875591.0,-6521309.0,4668057.5,6355371.0,544.75354
11933357.0,-519.89087,2768024.5,3584703.0,7759286.0,5197150.5,20692844.0,-4435981.5,-6868868.0,-2007601.1,4751780.0,-292.47488
22956278.0,-77967450.0,793.37366,-10334335.0,37007644.0,24258460.0,-92325130.0,71601410.0,-26574548.0,3667437.8,69843790.0,-3542.0242
116920.945,-591222.75,5.696305,-127586.266,224747.1,493236.78,-399484.1,388540.72,-160377.89,31865.875,439237.22,-28.912273
13669541.0,-742.6363,5501856.0,-9541816.0,21981176.0,9921543.0,5101577.0,-14356808.0,19186496.0,5556798.5,20108914.0,5041205.5
1819303.6,-270.27295,2235860.5,276944.75,3424145.8,4580990.5,1387390.2,1410663.0,-1904651.8,2340706.2,1539024.2,-100.58505
55537736.0,-123212890.0,935.0551,-31972784.0,82059820.0,55398292.0,-180685680.0,115437310.0,-37643348.0,6994726.0,129837790.0,-8498.271
58170732.0,-55164296.0,910.8103,-49532964.0,47988664.0,28983634.0,-123738376.0,77637450.0,-32240014.0,-20546262.0,96207280.0,-6464.992
334078.38,-516975.66,2.448325,397205.28,637847.5,195720.33,-49.105896,101512.57,246487.36,528440.44,289910.8,-40.493996
23156274.0,-560.615,6172923.0,-15852483.0,22262828.0,10823751.0,-6186539.0,-30182124.0,30412190.0,-9870315.0,24171198.0,12570219.0
321844.44,-7.1699653,76680.266,-6718.2095,245972.78,54827.855,309072.6,-225372.34,-22982.4,-17940.209,141151.14,-7.5594435
5274348.5,-1259.1846,250.34857,12270745.0,9915087.0,14997155.0,-436.81848,7335320.5,-12625014.0,552742.25,8506059.0,-67.72605
-144097.73,-39.125618,6.2636456,256871.02,52305.496,516604.47,20366.229,806046.94,-495596.88,-238515.2,415000.9,-91.549805
6960839.5,-2595.0134,607.3646,3084167.8,12650854.0,23331350.0,-1928.1699,31151330.0,-12249498.0,6646848.0,30820008.0,-1011.92004
115858.03,-207472.23,8.306606,-11.2117605,155682.52,507884.12,-362505.53,225540.47,-131915.83,1.95182,334970.03,-24.167694
12450799.0,-326.4122,6129187.5,204348.69,12569874.0,5476623.0,13906681.0,-2923034.2,-5634121.5,3208805.0,4024944.0,-315.2663
4118500.0,-350.24142,64.939384,2114829.5,1850137.0,5402918.5,11530736.0,-266854.97,-3722129.0,-792072.94,1382516.8,-182.82217
56909.31,-9.620253,1.1770723,-32917.71,6344.047,185366.28,-63724.68,-30786.637,-6304.955,42398.34,86194.586,1.912353
2881200.2,-2960.628,1441.566,-15367559.0,10625796.0,41173470.0,2374374.0,4438017.5,-9503655.0,-20181954.0,25352490.0,-938.14825
428471.4,-1356240.4,4.4389715,-494604.7,26163.617,816013.4,-1546747.4,1463844.2,-498249.8,126082.195,1808242.5,-94.87898
12024397.0,-17299926.0,-14.529619,10382061.0,6355421.5,9812981.0,-16492747.0,610409.44,1039347.5,6277983.5,10157032.0,34.519554
10077384.0,-9783097.0,-47.99661,14201006.0,17334230.0,-7757763.0,-19622984.0,7548534.5,-19146740.0,-5232739.0,9367263.0,-532.52203
11262259.0,-4028.4055,711.18896,-4295187.5,30033226.0,43764116.0,-51244972.0,49704940.0,-33063420.0,-14056554.0,58697228.0,-3170.946
5414597.0,-1627.4778,10186220.0,259667.38,10807937.0,24043016.0,30148816.0,-4602890.5,-10858806.0,726250.56,4567542.5,-1224.7106
5299895.5,108.928345,46.141117,-138.88635,6958008.0,-323776.06,626514.56,800763.2,3718661.0,-2211255.2,3695198.2,-584.5171
7956.654,-0.75609314,11.893914,-2454.7412,8465.75,10836.022,3524.6626,1896.6635,-1351.4288,3824.944,7380.693,-0.06895873
-159740.1,-894.97876,216.21442,5434579.5,4791325.5,11891457.0,-312.52652,6260721.0,-5950540.0,2351200.0,6704474.0,-117.218376
-14998064.0,-6240.2114,17.663002,41014750.0,69272230.0,40157132.0,-36249604.0,74995510.0,-79853760.0,-35199760.0,47409420.0,-6697.9473
-34650.64,-19.43931,2.664775,315753.1,157976.64,213684.38,-7.646401,95172.984,-248455.84,13438.203,14376.365,-6.7785554
79508680.0,-105683570.0,1530.9941,-2980.931,71991740.0,60333724.0,-215097760.0,109609870.0,-27994656.0,-4713843.0,150231700.0,-8749.936
26862110.0,6526065.5,-11540494.0,-1229208.9,20363924.0,-1188397.0,17760808.0,-4205.483,30641170.0,-22774062.0,18445302.0,-106.21173
3468842.2,-537.5357,30.326065,2569263.8,1712885.0,8379934.5,13867343.0,-2331892.0,-1836882.5,-2061953.9,2134231.8,-181.25246
23532684.0,-1354.6409,13905969.0,-512301.38,36940844.0,20111000.0,24338114.0,-3727665.5,-12707752.0,13171592.0,14393824.0,-715.6146
-765705.25,-455.47247,-5.261626,524887.5,882051.9,7641380.0,-4714489.0,3466453.8,-2365733.0,28.449455,5534466.5,-207.11354
1991827.2,-146.76878,1431177.8,1479625.0,1055365.5,3351194.5,115.62092,-825559.8,-1034880.1,296204.25,1069317.5,110.73621
6692812.0,-19763764.0,17.79357,13860557.0,5854926.0,862053.2,-1287.2534,14218723.0,-3681255.2,8965229.0,9686624.0,-606.7155
47578116.0,-5116.5063,49718184.0,-8922219.0,18976728.0,131582600.0,22130570.0,-37181510.0,-12550717.0,16267555.0,48460612.0,84955200.0
3857021.5,-714.6772,145.10187,7078770.5,7278163.0,7175731.0,-110.99594,1782333.1,-8463862.0,976388.2,3092351.8,-74.51611
22824312.0,-2526.619,640.44824,-7016311.0,7120024.0,37672530.0,-21075736.0,11664635.0,-178650.03,7710326.0,25471384.0,370.3382
1358367.8,-412.35645,272.7479,-129553.09,236427.97,11175042.0,6770182.0,-2952615.0,-881765.5,2946810.5,3759413.5,-8.474863
23969450.0,-4884.012,461.68204,38656196.0,35026892.0,52521840.0,-1891.0369,33729524.0,-55049476.0,-9710604.0,44194040.0,-392.36075
2800783.0,-3642006.0,1359556.1,-14216.357,1147298.6,5514135.5,-486524.22,-2459874.0,-183556.36,2953896.8,2343100.8,3563553.0
4883946.5,-925.14667,275.39648,9894166.0,2873197.8,15440969.0,45.743607,-426145.22,-5183915.0,2883962.2,4726784.5,133.31723
8926924.0,-622.1267,3332374.8,-1581076.8,10693390.0,8616426.0,2160681.2,3176361.8,-1891888.6,5267722.5,6617564.0,50.40353
1752095.6,-377.68082,85.60519,-20.27795,3488899.0,5302747.0,-3164872.8,161179.02,687821.94,134.15909,2906894.8,-63.656796
435530.53,-1090418.0,14.169538,-387292.84,109213.54,173512.53,-1164744.0,1056979.4,-708603.56,-311982.44,1289615.5,-87.37267
95808450.0,-14180618.0,984.48157,-2350.427,77753440.0,-13040248.0,-108405610.0,11263038.0,35195510.0,-22217802.0,88611250.0,-3575.516
10218524.0,-581.41626,66.011665,4113175.8,5968968.5,7310349.0,12219566.0,3168027.2,-6718925.5,-3016589.0,5951948.5,-626.4922
